id,name,parent_company
2484,hs hospital service spa,H.S. Hospital Service Spa
2485,fresenius kabi limited,Fresenius Se & Co Kgaa
2487,mallinckrodt dar,Mallinckrodt Plc
2489,sapheon,Medtronic Plc
2491,res med,"Resmed, Inc."
2492,bvi beaver  visitec international inc,Beaver-Visitec International Holdings Inc
2494,terumo medical corporation elkton,Johnson & Johnson
2495,mikrogen,Mikrogen Gmbh
2496,janssen diagnostics llc,Johnson & Johnson
2499,astraia,Astraia Software Gmbh
2502,fresenius hemocare gmbh,Fresenius Se & Co Kgaa
2503,velocity medical solutions llc,"Varian Medical Systems, Inc"
2504,perkin elmer singapore pte ltd,Perkin Elmer Inc.
2506,biotest medical diagnostics gmbh,Bio-Rad Laboratories Inc
2507,covidien italia,Medtronic Plc
2509,care fusion,"Becton, Dickinson And Company"
2512,fotona dd,Fotona D.O.O.
2518,vital signscarefusion,Vyaire Holding Company
2521,bertoni nello,Bertoni Nello Srl
2522,siemens medical solutionsoncology care systems,Siemens Ag
2527,eizo nanao corporation,Eizo Corporation
2528,medcomp,Medical Components Inc.
2529,gmm general medical merate,General Medical Merate Spa
2530,philips goldway,Philips
2531,shenzhen goldway industrial,Philips
2535,ptw freiburg,Ptw-Freiburg Physikalisch-Technische Werkstätten Dr. Pychlau Gmbh
2537,jet medical sa,Jet Medical Sa
2538,inpeco,Inpeco Group Sa
2539,zimmer biomet pty ltd,Zimmer Biomet Holdings
2541,otto bock healthcare products gmbh,Otto Bock Holding Gmbh & Co. Kg
2549,insulet corporation,Insulet Corporation
2550,toshiba medical systems corporation,Canon Inc
2555,ceram concept,Ceram Concept France Sarl
2563,medichem diagnostica gmbh  co kg,Medichem Diagnostica Gmbh & Co. Kg
2564,stryker orthobiologics inc,Stryker
2566,alba bioscience limited,Quotient Ltd.
2568,sentinel ch spa,Sentinel Ch. Spa
2569,stryker craniomaxillofacial,Stryker
2570,spacelabs healthcare limited,Osi (Holdings) Company Limited
2571,stryker ireland limited,Stryker
2572,telemis,Telemis Sa
2573,sinclair pharma srl,Sinclair Pharma Plc
2574,elltech clinical systems sas,Ergon Capital Partners
2575,mercury medical,Mercury Enterprises Inc.
2576,eurospital spa,Eurospital Spa
2579,soluscope,Ecolab Inc
2581,the 37company,Stichting Stichri
2582,bridge to life ltd,Bridge To Life Ltd.
2583,ventana medical systems inc,Roche Holding Ag
2584,spacelabs medical inc,Osi (Holdings) Company Limited
2585,pall medical uk,Btg Plc
2586,lifehealth,Lifehealth Llc
2587,ansell np sdn bhd,Ansell Ltd.
2588,allergan limited,Allergan Public Limited Company
2589,stryker orthopaedics mahwah  howmedica osteonics corp,Stryker
2590,johnson  johnson medical gmbh germany,Johnson & Johnson
2591,invatec spa,Medtronic Plc
2592,immucor transplant diagnostics inc,Tpg Capital L.P.
2595,stryker leibinger usa,Stryker
2596,drm,Independent
2597,nxstage medical inc,"Nxstage Medical, Inc."
2598,"human
    care hc ab",Human Care Hc Ab (Publ)
2599,a menarini diagnostics srl,Pharmafin Spa
2601,hexacath societe a reponsabilite limitee,Hexacath
2602,alamedics  co kg,Alamedics Gmbh & Co. Kg
2604,quidel corporation,Quidel Corporation
2605,pari,Max 7 Stiftung
2608,kawasumi laboratories inc,Kawasumi Laboratories Incorporated
2609,cardica,Dextera Surgical Inc
2610,diamex,Diamex Gmbh
2611,immucor,Ivd Holdings Inc
2612,richard wolf,Richard Und Annemarie Wolf Stiftung
2615,synthesia as,Agrofert A.S.
2616,cnsystems medizintechnik gmbh,Cnsystems Medizintechnik Gmbh
2617,zimmer biomet spine inc,Zimmer Biomet Holdings
2619,smiths medical czech republic as,Smiths Group Plc
2620,bayer consumer care ag,Bayer Ag
2621,biomet trauma,Zimmer Biomet Holdings
2623,unomedical,Triona Holding Sa
2627,jiangsu kangjin medical instrument co ltd,Jiangsu Kangjin Medical Instrument Co. Ltd.
2628,pharmarte,Pharmarte Srl
2630,cyberonics,Livanova Plc
2631,mitsubishi electric corporation kyoto works,Mitsubishi Heavy Industries Ltd.
2632,flight medical ltd,Flight Medical Innovations Ltd
2633,rudolf medical gmbh  co kg,Rudolf Medical Gmbh + Co. Kg
2634,biomet 3i palm beach gardens,Zimmer Biomet Holdings
2635,zimmer dental,Zimmer Biomet Holdings
2636,orthofix,Orthofix International Nv
2638,cytocell ltd,Sysmex Corp.
2639,limacorporate spa,Emil Holding Ii Sarl
2641,witt biomedical corporation,Philips
2642,amt applied medical technology,Applied Medical Technology Inc
2643,immucor medizinische diagnostik gmbh,Ivd Holdings Inc
2645,medline international france sas,Medline Industries Inc.
2647,liva nova plc,Livanova Plc
2648,redax,Redax Spa
2651,trumpf medizin,"Hill-Rom Holdings, Inc"
2653,corin ltd,Corin Orthopaedics Holdings Limited
2654,peter brehm,Peter Brehm Gmbh
2655,septodont,Septodont Ou Septodont Sas Ou Specialites Septodont
2657,zimmer biomet france,Zimmer Biomet Holdings
2658,cytosorbents europe,Cytosorbents Corporation
2659,becton dickinson  company tripath imaging,"Becton, Dickinson And Company"
2661,coloplast,Coloplast A/S
2662,aspen  medical europe ltd,"Hill-Rom Holdings, Inc"
2663,s r smith,S. R. Smith Llc
2664,vygon,Soc Part Financiere Pierre Simonet
2666,maquet e cokg,Getinge Ab
2668,aquesys,Allergan Public Limited Company
2669,olympus keymed,Olympus Corporation
2670,alcis,Alcis
2671,integra,Integra Lifesciences Holdings Corporation
2673,wavelight,Novartis Ag
2674,dexcom,Dexcom Inc.
2678,evalve,Abbott Laboratories
2680,medica spa,Independent
2682,mitsubishi,Mitsubishi Heavy Industries Ltd.
2683,gima spa,Giellepi Spa
2684,verathon,Roper Technologies Inc
2687,esaote spa,Wansheng Medical Investments (Hong Kong) Limited
2688,zimmer manufacturing bv,Zimmer Biomet Holdings
2689,integra lifesciences  ascension orthopedics,Integra Lifesciences Holdings Corporation
2690,hologic,Hologic Inc.
2691,esaote,Wansheng Medical Investments (Hong Kong) Limited
2692,cosmos,H/P/Cosmos Sports & Medical Gmbh
2694,ossur,Össur Hf
2695,alcon lensx,Novartis Ag
2697,minvasyss,Stentys
2698,seno rx,C. R. Bard
2699,accriva diagnostics inc dba as international technidyne corp,Werfenlife Sa.
2700,leica biosystems lmaging lnc,Danaher Corporation
2701,polymer technology systems diagnostics,Sinocare Inc.
2704,alphadent nv,Henry Schein Inc.
2705,american surgical company,American Surgical Company Llc
2707,biomet france,Zimmer Biomet Holdings
2708,audio technologies,Audio Technologies Srl
2709,sero as,Sero As
2710,given imaging ltd,Medtronic Plc
2713,teoxane,Teoxane S.A.
2715,ion beam appplications iba sa,Ion Beam Application Sa
2720,novus scientific pte ltd,Novus Scientific Ab
2721,asahi kasei medical co ltd,Asahi Kasei Corp.
2722,wieland dental  technik gmbh  co kg,Ivoclar Vivadent Aktiengesellschaft
2723,demeditec diagnostics,Demeditec Diagnostics Gmbh
2724,lumenis,Laguna Holdco Ltd
2726,medtronic powered surgical solutions inc,Medtronic Plc
2727,sysmex corporation japan,Sysmex Corp.
2728,x spine systems inc,"X-Spine Systems, Inc"
2729,fujirebio,Fuji Rebio Holdings Inc.
2730,olerup ssp ab,Caredx Inc.
2732,medical vision ab,Sjätte Ap-Fonden
2733,merz pharmaceuticals gmbh,Merz Holding Gmbh & Co. Kg
2734,milestone,Milestone Srl
2737,amplitude,Amplitude Surgical
2738,immunotech sro,Danaher Corporation
2739,tosoh europe nv  sa,Tosoh Corp.
2740,dentsply implants manufacturing gmbh,Dentsply Sirona Inc.
2741,smith  nephew orthopaedics  smith  nephew,Smith & Nephew Plc
2742,biomet microfixation inc,Zimmer Biomet Holdings
2743,tontarra,Tontarra Medizintechnik Gmbh
2744,hangzhou biotest biotech co ltd  china,Hangzhou Biotest Biotech Co. Ltd.
2746,houmedika osteoniks corp,Stryker
2748,apheresis technologies inc,Allurion Technologies Inc.
2750,anteis sa,Merz Holding Gmbh & Co. Kg
2751,caesarea medical electronics limited trading as bme germany and cme germany,"Becton, Dickinson And Company"
2752,synovis surgical innovations a division of synovis life technologies,Baxter International
2755,delcath systems inc,Delcath Systems Inc.
2756,shenzhen,Shenzhen Med-Link Electronics Tech Co. Ltd.
2760,flow meter spa,Flow Meter Spa
2761,direct flow medical inc,Direct Flow Medical Inc.
2762,welcare industries spa,Welcare Industries Spa
2763,biomet,Zimmer Biomet Holdings
2764,baxter health care pty ltd,International Business Machines Corp.
2765,edan instruments inc,Edan Instruments Inc.
2766,ebit,Wansheng Medical Investments (Hong Kong) Limited
2770,mentor,Johnson & Johnson
2771,dipro medical devices siglabile dipromed,Dipro Medical Devices Srl
2772,coremec,Coremec Srl
2773,emergo,International Business Machines Corp.
2774,ngc medical spa,Medtronic Plc
2775,bard urological div crbard,"Becton, Dickinson And Company"
2776,ergofit  co kg,Ergo-Fit Gmbh & Co Kg
2778,flowonix medical inc,Flowonix Medical Inc.
2779,conmed,Conmed Corp.
2780,biocartis,Biocartis Group Nv
2781,medical components inc,Medical Components Inc.
2782,amo groningen bv,Johnson & Johnson
2783,dfsdiamon,Dfs - Diamon Gmbh
2785,alba bioscience,Quotient Ltd.
2786,orgentec diagnostika gmbh,Wshp Luxco 3 Sarl
2788,blackrock microsystems llc,Blackrock Microsystems Llc
2790,invacare ec höng as,Invacare Corporation
2791,dentaurum  co kg,Dentaurum Gmbh & Co.Kg
2792,manquet,Getinge Ab
2794,scientxs,Alphatec Holdings Inc.
2796,waismed,Waismed Ltd
2797,neovasc,Neovasc Inc
2798,signus medizintechnik gmbh,Signus Medizintechnik Gmbh
2799,endologix international holdings bv,Endologix International Holdings B.V.
2800,cellnovo,Cellnovo Group Sa
2801,imedical ophthalmic,I-Medical Ophthalmic International Heidelberg Gmbh
2802,albomed,Independent
2803,exactech,Exactech Inc
2804,hill rom,"Hill-Rom Holdings, Inc"
2805,oscor,Oscor Inc.
2806,concert medical llc,Concert Medical Llc
2808,medax,Medax Srl
2809,kasios,Kasios Sas
2810,ulthera,Merz Holding Gmbh & Co. Kg
2812,olympus,Olympus Corporation
2817,spectranetics international bv,Philips
2818,domain surgical inc,Omniguide Inc.
2819,urotech medizinische technologie gmbh,Ds Rose Holdco Prime Gmbh
2820,brasseler usa medical llc  usa,Zimmer Biomet Holdings
2821,bredent medical gmbh  co kg,Bredent Medical Gmbh & Co. Kg
2822,codan pvb critical care gmbh,Codan Argus Ag
2824,orion diagnostics oy,Axcel Management Holding Aps
2828,merge healthcare incorporated,International Business Machines Corp.
2830,chemil,Chemil Srl
2831,sybron manufacturing,Danaher Corporation
2832,tem innovations,Werfenlife Sa.
2833,pentax europe,Hoya Corp.
2834,immunomycologics inc immy,Immuno-Mycologics Inc.
2836,nal von minden,Nal Von Minden Gmbh
2837,vigmed ab,Vigmed Holding Ab
2838,occludech,Occlutech Holding Ag
2841,hamamatsu photonics k k systems division joko factory,Hamamatsu Photonics K.K.
2843,northgate technologies nortech,Trudell Medical Limited
2846,ellacs,Ella-Cs S.R.O.
2847,micerium spa,Micerium Spa
2848,ab medica spa,Ab Medica Holding Srl
2849,cordis,Cardinal Health
2850,siemens healthcare gmbh  business line radiation oncology,Siemens Ag
2851,fresenius vial sas,Fresenius Se & Co Kgaa
2854,orthomed sas,Orthomed
2855,inion oy,Beijing Natontechnology Group Co. Ltd.
2857,barco,Barco Nv
2858,shangxian minimal invasive,Independent
2859,biocardia,Biocardia Inc.
2862,schoelly,Schölly Fiberoptic Gmbh
2865,the roho group,Investor Ab
2866,st jude medical crmd,Abbott Laboratories
2868,karl storz se  co kg,Karl Storz Se & Co. Kg
2869,advanced medical solutions plymouth limited,Advanced Medical Solutions Group Plc
2870,gryphus diagnostics,Gryphus Diagnostics L L C
2871,mollerwedel,Haag-Streit Holding Ag
2876,puritan medical products co llc,Dale Medical Products Inc.
2878,cook urologicalorporated,Cook Group Incorporated
2879,rand,Rand Srl
2880,renishaw mayfield sarl,Renishaw P L C
2881,zimmer orthopaedic surgical products,Zimmer Biomet Holdings
2882,medtronic sofamor danek usa inc,Medtronic Plc
2883,livanova deutschland gmbh,Livanova Plc
2885,protek medical products inc,Protek Medical Products Inc.
2887,atmos medizintechnik  cokg,Atmos Greiser Holding Gmbh
2888,transmedics bv,Transmedics Inc
2889,roth mobeli,Independent
2890,quantel medical,Lumibird
2891,esa biosciences inc,Integra Lifesciences Holdings Corporation
2892,angiodynamics,Angiodynamics Inc.
2893,icu medical,"Icu Medical, Inc."
2894,metsis medikal teknik sistemler elekt oto ins tur ven tic ltd sti,Metsis Medikal Teknik Sistemler Elektronik Otomotiv Insaat Turizm Ve Sanayi Ticaret As
2895,domino,Certina Holding Ag
2896,kaltek,Kaltek Srl
2898,epflex feinwerktechnik gmbh,Epflex Feinwerktechnik Gmbh.
2900,cellavision ab,Cellavision Ab
2901,phagenesis,Phagenesis Ltd.
2902,motorika,Hobart Holdings Ltd
2903,shippert medical technologies,Shippert Medical Technologies Inc
2904,angiomed div crbard,"Becton, Dickinson And Company"
2905,mobius imaging llc,Mobius Imaging Llc
2907,pulsar vascular   2,Johnson & Johnson
2908,in2boness,In2Bones Sas
2909,stockert,Stockert Gmbh
2910,asahi kasei kuraray medical co ltd,Asahi Kasei Corp.
2911,jarvik heart,Jarvik Heart Inc.
2912,ichor technologies ltd,"Meridian Bioscience, Inc."
2913,pfm medical mepro,Pfm Medical Ag
2915,erbe,C. Erbe Gmbh
2916,arc royal ltd,Owens & Minor Inc.
2917,heraeus medical,Einhorn Verwaltungsges. Mbh
2918,schwager medica,Sis Medical Ag
2919,smiths medical asd inc  st paul,Sis Medical Ag
2920,acandis  co kg,Acandis Gmbh
2922,spectranetics corporations,Philips
2923,sage products,Stryker
2926,technogenetics srl,Kehua Biology International Limited
2927,cristalens industrie,Cristalens Industrie
2928,oculentis,Stichting Administratiekantoor Opm
2929,spiegelberg,Spiegelberg Gmbh & Co. Kg
2931,sino medicaldevice technology co ltd,Sino Medical-Device Technology Co. Ltd.
2932,lima sm spa,Emil Holding Ii Sarl
2933,elekta,Elekta Ab
2934,sd biosensor,Sd Biosensor Inc.
2936,wl gore and associates canada inc,W. L. Gore & Associates Inc.
2937,terumo medical corporation elkton,Rochester Medical Corporation
2938,lifescan europe a division of cilag gmbh international,Johnson & Johnson
2939,dako  agilent technologies denmark aps,"Agilent Technologies, Inc."
2941,surgical innovations ltd,Surgical Innovations Group Plc
2943,guidant europe nvsa,Boston Scientific
2944,schiller,Schiller Holding Ag
2945,stago,Holding Groupe Diagnostic
2946,maxter catheters,Avanos Medical Inc.
2947,tec com,"Tec Com Gmbh, Gesellschaft Für Technik, Technologie Und Vermarktung"
2949,biotec,Biotec Srl
2951,vistakon division of johnson  johnson vision care,Johnson & Johnson
2954,gentian as,Gentian Diagnostics As
2955,farmac zabban spa,Farmaceutici Medicazione Articoli Chirurgici Farmac Zabban Spa
2956,terumo medical corporation elkton,A & E Medical Corporation
2957,wassenburg  co bv,Hoya Corp.
2960,roche roche diagnostics gmbh,Virotech Diagnostics Gmbh
2961,k2m,K2M Inc.
2962,endocontrol,Endocontrol Sas
2963,philips medical systems mr finland,Philips
2964,hitachi,Hitachi Ltd
2966,concentric medical inc,Stryker
2967,better care sl,Independent
2968,carefusion germany 234 gmbh,Vyaire Holding Company
2970,apollo endosurgery inc,Apollo Endosurgery Inc.
2971,iris diagnostics a division of iris international inc,Danaher Corporation
2972,image information systems europe gmbh,Image Information Systems Europe Gmbh
2973,giellepi spa,Giellepi Spa
2974,endalis,Endalis
2975,sybron endo,Danaher Corporation
2976,greiner bioone,Greiner Holding Ag
2978,hocoma,Hocoma Ag
2979,philips nuclear medicine inc,Philips
2980,jiangsu dynamic medical technology co ltd,Jiangsu Dynamic Medical Technology Co. Ltd.
2981,valtech cardio ltd,Edwards Lifesciences Corporation
2982,xo care as,Xo Care A/S
2983,pacific medico,Mitsubishi Chemical Holdings Corporation
2984,medistim asa,Medistim Asa
2985,trilux medical  co,Trilux Medical Gmbh & Co. Kg
2986,ziehm imaging,Aton 2 Gmbh
2987,iris international iris,Tecan Group Ag
2988,lvy sports medicine llc,Stryker
2989,viricell,Vircell Sl
2990,physiocontrol operations netherlands bv,Stryker
2991,micromed spa,Micromed Spa
2992,osatu s coop,Independent
2993,southmedic,Southmedic Incorporated
2994,medica spa,Medica Spa
2995,natus neuroorporated,Natus Medical Incorporated
2996,bovie medical,Bovie Medical Corporation
2997,dornier medtech,Government Of Singapore
2998,medical econet,Medical Econet Gmbh
2999,rays spa,Rays Spa
3001,beckman coulter eurocenter sa,Danaher Corporation
3003,inex silicone,Inex Silicone
3004,halyard health inc,Halyard Health Inc
3005,xxx,Atricure Inc.
3006,deerfield imaging inc,Deerfield Management Company L.P.
3007,geratherm medical ag,G M F Capital Gmbh
3008,onx life technologies inc,Cryolife Inc.
3009,gc medica enterprise ltd wuxi,Independent
3010,imris,Deerfield Management Company L.P.
3011,sofradim production,Medtronic Plc
3012,dmg italia,Independent
3013,itémedical,Imtmedical Ag
3014,liva nova,Livanova Plc
3015,lifebond ltd,Lifebond Ltd.
3016,invacare deutschland gmbh,Invacare Corporation
3017,scaffdex ltd,Independent
3018,getinge  maquet,Getinge Ab
3019,heine optotechnik gmbh  co kg,Heine Optotechnik Gmbh & Co. Kg
3021,disetronic medical systems inc,Acutronic Medical Systems Ag
3022,bentley innomed,Bentley Innomed Gmbh
3023,civco medical instruments co inc dba civco medical solutions,Roper Technologies Inc
3024,stryker european operations bv,Stryker
3026,terumo medical corporation elkton,Ranfac Corp.
3027,silony medical ltd,Silony Medical International Ag
3028,feg textiltechnik,Feg Textiltechnik Forschungs- Und Entwicklungsgesellschaft M.B.H.
3029,cutting edge sas,"Bausch Health Cos., Inc."
3030,nihon kohden corp,Nihon Kohden Corp.
3031,mrc holland bv,Mrc Holland B.V.
3032,bioprotect ltd,Bioprotect Ltd.
3033,torax medical,Johnson & Johnson
3034,traces,Traces Srl
3035,vital healthcare sdn bhd,Vital Healthcare Sdn. Bhd.
3036,cook obgyn,Cook Group Incorporated
3037,biomup,Biom' Up
3038,dextera surgical,Dextera Surgical Inc.
3040,hamamatsu photonics kk,Hamamatsu Photonics K.K.
3041,onx life technologies inc,Abbott Laboratories
3042,biocare medical llc,Biocare Medical Llc
3043,eurogine sl,Eurogine Sl
3044,micromega,Micro Mega
3045,sechrist industries inc,Chart Industries Inc.
3046,puritan medical products co llc,Sam Medical Products
3047,alpha bio tec ltd,Danaher Corporation
3049,newronika,Newronika Srl
3050,coherex medical inc,Johnson & Johnson
3051,fhc,Fhc Inc.
3052,siit,Independent
3053,exprivia spa,Abaco Innovazione Spa
3054,berlin heart gmbh,Sysstra Holding Gmbh
3055,euro diagnostica ab,C&P Investors Limited
3056,hellmut ruck,Hellmut Ruck Gmbh
3057,orodent,Orodent Srl
3058,biometrix,Q International Holding Ltd.
3060,wassenburg medical b v,Hoya Corp.
3061,euromi sa,Euromi Sa
3062,tutogen medical,"Rti Surgical, Inc."
3063,sirona dental systems gmbh,Dentsply Sirona Inc.
3064,noventure sl,Grupo Ferrer Internacional Sa
3065,euros,Euros
3066,merck millipore ltd,Merck Kgaa
3067,emergo europe,Bovie Medical Corporation
3068,bego implant systems gmbh  co kg,Bego Bremer Goldschlägerei Wilh. Herbst Gmbh & Co.Kg
3069,biooptica milano spa,Bio-Optica Milano Spa
3070,fazzini,Fazzini Srl
3071,fresenius,Fresenius Se & Co Kgaa
3072,vermeiren group sa,Vermeiren Group Nv
3073,convatec limited,Triona Holding Sa
3074,nordic neurolab as,Søre Øverli As
3076,beka hospitec,Beka Hospitec Gmbh
3077,smith and nephew medical limited,Smith & Nephew Plc
3079,corporation steris canada,Steris Plc
3080,nippon sigmax co ltd,Nippon Sigmax Co. Ltd.
3081,lntegra lifesciences services france,Integra Lifesciences Holdings Corporation
3082,frei,Frei Ag
3085,linkage biosciences inc,Thermo Fisher Scientific Inc
3086,xion medical,Busch Vermögensverwaltungs Gmbh
3087,delgania silicone ltd,Q International Holding Ltd.
3088,hamamatsu photonics deutschland gmbh,Hamamatsu Photonics K.K.
3089,frei ag aktive rehasysteme,Frei Ag
3090,regen lab,Regen Lab Sa
3091,permobil,Investor Ab
3092,3m brookings,3M Company
3093,3m company,3M Company
3097,abbott laboratories corporation,Abbott Laboratories
3103,resorba medical gmbh,Advanced Medical Solutions Group Plc
3104,agfa helskea nv belgium,Agfa-Gevaert Nv
3105,pkf akhtamar llc,Akhtamar Ooo
3106,llc akvikomp,Akvikomp Ooo
3107,llc englishukrainian enterprise sareptamediplast,Angliisko-Ukrainske Pidpryemstvo Sarepta-Mediplast Tov
3108,llc apsana,Apsana Ooo
3109,arkray factory usa inc,Arkray Inc.
3110,arkrey ooo,Arkray Inc.
3111,llc balenergomash,Balenergomash Ooo
3112,jointstock company master,Masteritsa Ao
3114,pharmaplast sae,Pharmaplast Sae
3116,bayer pharma ag,Bayer Ag
3125,carefusion air ducts  usa generator  mexico,Independent
3126,beromed gmbh hospital products germany,Beromed Gmbh Hospital Products
3128,beromed gmbh medical products,Beromed Gmbh Hospital Products
3129,llc bfa,Bfa Ooo
3131,diamed  gmbh,Bio-Rad Laboratories Inc.
3132,llc biosensor an,Biosensor An Ooo
3134,crosstex international inc,Cantel Medical Corp.
3135,cardinal health 200 llc,Cardinal Health
3137,changzhou hualian haleian dressing co ltd,Changzhou Hualian Health Dressing Co. Ltd.
3140,christophe miethke gmbh  co kg,Christoph Miethke Gmbh & Co. Kg
3145,nobel bayoker ab,Danaher Corporation
3147,llc limited liability company scientific production company vinar ooo npf vinar,Npf Vinar Ooo
3148,llc esculap,Independent
3149,ltl spa,Essilorluxottica
3150,eurona spa italy,Euronda Spa
3151,euronda spa,Euronda Spa
3152,llc evteks,Evers Grup Rus Ooo
3154,jsc firm medpolimer,Firm Medpolimer Oao
3155,llc firm vipsmed,Firm Vips-Med Ooo
3156,fisher  paker healtht ltd new zealand fisher  paykel healthcare ltd,Fisher & Paykel Healthcare Corporation Limited
3158,fly nuova spa,Flaem Nuova Spa
3160,llc garantnovgorod,Garant - Novgorod Ooo
3161,cjsc geosoft dent,Geosoft Dent Zao
3162,maquet cardiovascular llc,Getinge Ab
3164,green cross medical science corporation,Green Cross Medical Science Corporation
3165,helm medical gmbh,Helm Medical Gmbh
3166,guem gesellshchafur fyur haumkeir und medical technician mbh,Hum Gesellschaft Für Homecare Und Medizintechnik Mbh
3167,inspire md ltd,"Inspiremd, Inc."
3169,melnlike health kea ab,Investor Ab
3170,jiangsu kangjin medical instrument co ltd china jiangsu kangjin medical instrument co ltd,Jiangsu Kangjin Medical Instrument Co. Ltd.
3171,jiangsu kaishou medical apparatus co ltd china jiangsu kaishou medical apparatus co ltd,Jiangsu Kangjin Medical Instrument Co. Ltd.
3172,jiangsu kangjian medical apparatus ko ltd,Jiangsu Kangjian Medical Apparatus Co. Ltd.
3173,jiangsu nanfang medical co ltd,"Jiangsu Nanfang Medical Co., Ltd."
3174,jiangsu yada technology group co ltd china jiangsu yada technology group co ltd,Jiangsu Yada Technology Group Co. Ltd.
3175,llc jiangxi medical equipment group hunda,Independent
3180,etikon endosergieri elelsea,Johnson & Johnson
3181,etikon elelsea,Johnson & Johnson
3182,etikon elelsea puerto rico ethicon llc,Johnson & Johnson
3191,cd medical gmbh hospital products germany kd medical gmbh hospital products,Kd Medical Gmbh Hospital Products
3192,kd medical gmbh hospital products germany,Kd Medical Gmbh Hospital Products
3193,limited liability company leiko llc leiko,Leiko Ooo
3194,llc leiko,Leiko Ooo
3195,llc linteks,Linteks Ooo
3201,b braun melsungen ag germany,Ludwig G. Braun Gmbh U. Co. Kg
3202,b braun surdzhikal sa,Ludwig G. Braun Gmbh U. Co. Kg
3203,esculap ag germany,Ludwig G. Braun Gmbh U. Co. Kg
3204,llc mebteks,Meb-Teks Ooo
3205,medicoplanets gmbh,Medic-O-Planet Gmbh
3206,cjsc medical enterprise simurg,Meditsinskoe Predpriyatie Simurg Zao
3207,cjsc medical enterprise simurg republic of belarus,Meditsinskoe Predpriyatie Simurg Zao
3208,cjsc medikon ltd,Medikon Ltd Zao
3209,ooo medinn,Medin-N Ooo
3210,llc medpak,Medpak Ooo
3211,llc npf medstar,Independent
3212,ev3 inc,Medtronic Plc
3213,arrow international inc usa,Medtronic Plc
3214,kovidien lls,Medtronic Plc
3217,limited liability company minimedprom,Minimedprom Ooo
3218,llc minimed,Minimed Ooo
3221,medtronic sofamor danek usesa inc medtronic sofamor danek usa inc,Medtronic Plc
3224,llc npf miral,Miral Ooo
3226,nanjing hong an medical medical co ltd,Nanjing Hong An Medical Appliance Co. Ltd.
3227,llc nkf omegadent,Nkf Omega-Dent Ooo
3230,llc tonus elast,Olainfarm As
3231,cjsc oldans,Oldans Zao
3233,cjsc perint,Perint Zao
3234,laboratory de la mer,Perrigo Co. Plc
3235,meridian medical products ltd,Meridian Medical Products Ltd
3237,pietrasanta pharma spa,Pietrasanta Pharma Spa
3238,jsc vniisv,Pravitelstvo Rf Fku
3239,llc proteksvm,Protek Ooo
3240,ribbel international ltd,Ribbel International Limited
3241,rosh diabetes kea gmbh,Rosh Diabetes Kea Rus Ooo
3243,llc hemacore,Independent
3244,rusmedupak llc,Rusmedupak Ooo
3245,sakura finetec europe bv,Sakura Global Holding Co. Ltd.
3248,semperit technish product gesellschaft mbh siam sempermed coltd,Semperit Aktiengesellschaft Holding
3249,med medical products gmbh,Sf Medical Products Gmbh
3250,sfm hospital products gmbh,Sfm Hospital Products Gmbh
3251,sfm hospital products gmbh sfm hospital products gmbh,Sfm Hospital Products Gmbh
3252,sfm hospital products gmbh germany,Sfm Hospital Products Gmbh
3253,basic international inc,Shandong Intco Medical Products Co. Ltd.
3254,shandong waigao group medical polymer co ltd,Shandong Weigao Group Medical Polymer Company Limited
3255,hyunan biond medical technology co ltd,Independent
3260,smith and nefyu inc,Smith & Nephew Plc
3264,llc sterin,Sterin Ooo
3265,name stompolimer ooo,Stompolimer Ooo
3267,huaian city hengchun medical product co ltd china huaian city hengchun medical product co ltd,Stryker
3269,sage products elelsea,Stryker
3270,streaky neurovascular,Stryker
3273,stryker instruments division of stryker corporation,Stryker
3274,maxster glove manufchuring sdn bhd,Supermax Brasil Importadora S/A
3277,teleflex medical incorporated,Teleflex Incorporated
3286,tianjin medical medical equipment co ltd china,Independent
3288,tg medical sdn bhd,Top Glove Corporation Bhd.
3289,llc tor vm,Tor Vm Ooo
3290,bella llc,Torunskie Zaklady Materialów Opatrunkowych S A
3291,jsc tzmo sa,Torunskie Zaklady Materialów Opatrunkowych S A
3292,jsc tzmo poland,Torunskie Zaklady Materialów Opatrunkowych S A
3293,tzmo sa,Torunskie Zaklady Materialów Opatrunkowych S A
3295,llc appolo trading house,Trading House Appolo Ooo
3296,torgovyy dom appolo ooo,Trading House Appolo Ooo
3297,konvatek inc,Triona Holding Sa
3301,zao konvatek,Triona Holding Sa
3302,tutogen medical gmbh,Troge Medical Gmbh
3303,llc tselit,Tselit Ooo
3304,jsc vitalfarm,Vitalfarm Ao
3305,vogt medical fertrieb gmbh,Vogt Medical Vertrieb Gmbh
3306,waxin medical co ltd,Wayson Medical Co. Ltd.
3307,tem innovations gmbh,Werfenlife Sa.
3308,wuxi medical instrument factory,Wuxi Medical Instrument Factory Co. Ltd.
3309,yamahachi dental mfg co,Yamahachi Dental Mfg. Co.
3310,jsc zdravmedtekhe,Zdravmedtekh-E Ao
3311,llc zdravmedtekhm,Zdravmedtekh-M Ooo
3312,zhejiang gongdong medical technology co ltd zhejiang gongdong medical technology co ltd ltd,Zhejiang Gongdong Medical Technology Co. Ltd.
3315,biomet troma lls,Zimmer Biomet Holdings
3319,aic of vologda region,Independent
3320,akvisel sl,The Last Van Sl
3321,alba healthaa lls,Independent
3322,alfaplastic association llc,Independent
